oid,filter,mjd,mag,magerr,clrcoeff
804111100013007,zg,58228.48554,14.685856,0.011230208,-0.057525568
804111100013007,zg,58235.50045,14.678797,0.011221576,-0.054345936
804111100013007,zg,58244.4491,14.743172,0.011301475,-0.08454919
804211100018212,zr,58244.48369,13.507141,0.010863726,0.10681369
804211100018212,zr,58246.44761,13.506031,0.010863564,0.106213704
804111100013007,zg,58246.48352,14.692818,0.011238753,-0.05266217
804211100018212,zr,58247.46608,13.514582,0.01086482,0.10475634
804111100013007,zg,58247.485,14.704639,0.011253332,-0.06106471
804211100018212,zr,58249.45005,13.492301,0.010861581,0.115565844
804211100018212,zr,58249.46573,13.491289,0.010861436,0.117930524
804111100013007,zg,58254.44432,14.723948,0.011277336,-0.08284967
804211100018212,zr,58254.48699,13.503114,0.010863139,0.096933104
804111100013007,zg,58255.42784,14.682239,0.011225781,-0.050260272
804211100018212,zr,58255.46474,13.51893,0.010865467,0.09117027
804211100018212,zr,58256.4237,13.554918,0.010870979,0.06778131
804211100018212,zr,58256.46596,13.543654,0.010869221,0.077316344
804211100018212,zr,58257.42179,13.506489,0.01086363,0.099676065
804211100018212,zr,58257.4684,13.520686,0.010865727,0.10228632
804211100018212,zr,58258.45366,13.503329,0.01086317,0.10445501
804111100013007,zg,58262.47539,14.678739,0.011221505,-0.030798309
804211100018212,zr,58263.37738,13.52537,0.01086643,0.11210268
804111100013007,zg,58263.46321,14.683587,0.01122743,-0.036669552
804211100018212,zr,58266.38241,13.533599,0.010867677,0.096254505
804111100013007,zg,58267.46604,14.696114,0.011242809,-0.03972299
804211100018212,zr,58268.45148,13.539608,0.010868598,0.09493506
804111100013007,zg,58268.46665,14.714571,0.0112656485,-0.056080867
804211100018212,zr,58269.42501,13.55677,0.010871272,0.07839829
804111100013007,zg,58269.47184,14.700933,0.011248752,-0.046617515
804211100018212,zr,58270.42586,13.5424595,0.010869036,0.094446555
804111100013007,zg,58270.46881,14.67386,0.0112155555,-0.028000997
804211100018212,zr,58271.44777,13.515098,0.010864896,0.09950057
804111100013007,zg,58272.43132,14.68744,0.011232151,-0.05862346
804211100018212,zr,58272.46343,13.527565,0.010866761,0.09648174
804211100018212,zr,58273.42492,13.551458,0.010870436,0.096485674
804111100013007,zg,58273.46383,14.734815,0.011290952,-0.073966414
804111100013007,zg,58274.44474,14.736284,0.011292798,-0.09528237
804211100018212,zr,58274.47119,13.525319,0.010866422,0.0959223
804111100013007,zg,58276.40645,14.723284,0.011276506,-0.083951555
804211100018212,zr,58276.46653,13.514994,0.010864881,0.104392685
804211100018212,zr,58277.43092,13.517342,0.01086523,0.10629486
804111100013007,zg,58277.4476,14.740744,0.0112984115,-0.09087041
804111100013007,zg,58278.43386,14.721717,0.01127455,-0.079223014
804211100018212,zr,58278.46922,13.51691,0.010865166,0.09585587
804211100018212,zr,58279.42927,13.517879,0.010865309,0.100974135
804111100013007,zg,58279.45475,14.718104,0.011270046,-0.078703545
804211100018212,zr,58280.37013,13.530044,0.010867136,0.08320309
804111100013007,zg,58280.45342,14.699608,0.011247116,-0.0688151
804111100013007,zg,58281.43017,14.719626,0.011271943,-0.08504943
804211100018212,zr,58281.46956,13.517811,0.0108653,0.10337059
804111100013007,zg,58282.4262,14.700321,0.011247995,-0.05838523
