oid,filter,mjd,mag,magerr,clrcoeff
771110200016072,zg,58228.4848,14.490471,0.009799017,-0.0553753
771110200016072,zg,58234.44403,14.537888,0.009830241,-0.0592058
771110200016072,zg,58234.501,14.53122,0.00982578,-0.051390927
771110200016072,zg,58252.46304,14.536765,0.009829489,-0.110410094
771110200016072,zg,58255.4274,14.507827,0.00981031,-0.03127266
771210200042342,zr,58255.46432,14.062067,0.010182374,0.08555077
771210200042342,zr,58258.45417,14.069076,0.010182775,0.0865294
771110200016072,zg,58261.46851,14.5110855,0.009812448,-0.025807517
771210200042342,zr,58266.38301,14.068304,0.010182729,0.079564616
771210200042342,zr,58269.42847,14.082422,0.010183587,0.06619499
771110200016072,zg,58269.47388,14.521431,0.009819271,-0.03370614
771110200016072,zg,58272.42777,14.536447,0.009829276,-0.0529962
771210200042342,zr,58272.46079,14.075173,0.010183136,0.0829967
771210200042342,zr,58275.43136,14.063664,0.0101824645,0.084295645
771110200016072,zg,58275.44912,14.536041,0.009829004,-0.091600046
771110200016072,zg,58278.43176,14.5345545,0.009828009,-0.06600762
771210200042342,zr,58278.46633,14.056473,0.010182069,0.082957536
771110200016072,zg,58281.43095,14.534609,0.009828044,-0.06733251
771210200042342,zr,58281.47033,14.056248,0.010182057,0.08572501
771210200042342,zr,58284.46768,14.105851,0.010185182,0.07120585
771210200042342,zr,58287.46521,14.060235,0.010182274,0.0829317
771110200016072,zg,58290.44888,14.521978,0.009819634,-0.051112346
771210200042342,zr,58290.47677,14.068813,0.010182758,0.08529466
771110200016072,zg,58293.44642,14.528652,0.009824066,-0.07547885
771210200042342,zr,58293.47344,14.068769,0.010182756,0.08205197
771210200042342,zr,58296.36922,14.067675,0.010182693,0.07737094
771110200016072,zg,58296.46891,14.5260515,0.009822337,-0.050726216
771210200042342,zr,58299.42815,14.064081,0.010182488,0.08344807
771110200016072,zg,58299.46904,14.528481,0.009823954,-0.03424299
1807202200014517,zr,58301.42273,14.066468,0.010031725,0.076236084
1807202200014517,zr,58301.42318,14.07108,0.010031531,0.07990121
771210200042342,zr,58301.42364,14.044884,0.0101814745,0.087766305
771210200042342,zr,58301.42409,14.05779,0.01018214,0.08843193
771210200042342,zr,58302.40752,14.095077,0.010184422,0.08842513
771110200016072,zg,58302.4523,14.520827,0.009818872,-0.02848403
771210200042342,zr,58305.42563,14.059478,0.010182232,0.087229215
771110200016072,zg,58305.47319,14.523892,0.009820903,-0.055205423
771210200042342,zr,58310.4302,14.059509,0.010182233,0.085492656
771210200042342,zr,58313.4136,14.0558405,0.010182036,0.08834945
771110200016072,zg,58313.4489,14.519669,0.009818105,-0.031296287
771110200016072,zg,58316.41006,14.516592,0.009816073,-0.017540228
771210200042342,zr,58316.44953,14.066297,0.010182613,0.08473266
771110200016072,zg,58319.40861,14.51155,0.009812753,-0.017990723
771210200042342,zr,58319.4579,14.055531,0.010182019,0.08638566
771210200042342,zr,58322.40616,14.055979,0.010182043,0.08311201
771110200016072,zg,58322.45025,14.513777,0.009814219,-0.022484398
771110200016072,zg,58325.45705,14.520728,0.009818806,-0.020349097
771210200042342,zr,58325.49556,14.062289,0.010182386,0.08296838
1807202200014517,zr,58326.36947,14.086915,0.010030918,0.07338916
1807202200014517,zr,58326.36994,14.082178,0.01003109,0.07299443
1807202200014517,zr,58327.37021,14.072845,0.010031458,0.07785339
1807202200014517,zr,58327.37066,14.064807,0.010031798,0.07144212
1807202200014517,zr,58328.35588,14.083958,0.010031025,0.064284
1807202200014517,zr,58328.35633,14.08562,0.010030963,0.06954343
771210200042342,zr,58328.40681,14.072442,0.010182973,0.0845369
1807102200010962,zg,58329.43852,14.520986,0.012576113,-0.034340244
1807102200010962,zg,58329.45491,14.525115,0.012575297,-0.030334115
1807202200014517,zr,58330.38846,14.059337,0.010032043,0.05872388
1807202200014517,zr,58330.38983,14.069475,0.010031598,0.06736367
771210200042342,zr,58331.40369,14.060983,0.010182314,0.07956666
1807202200014517,zr,58332.38105,14.085066,0.010030984,0.065418474
1807102200010962,zg,58333.43554,14.5189495,0.01257652,-0.037422124
771110200016072,zg,58334.32425,14.523713,0.0098207835,-0.02674694
771210200042342,zr,58334.36351,14.055111,0.010181996,0.086068764
1807202200014517,zr,58334.40246,14.066563,0.010031722,0.07271869
1807202200014517,zr,58334.40291,14.070774,0.010031543,0.068975404
1807202200014517,zr,58335.35898,14.071318,0.01003152,0.07336673
1807202200014517,zr,58335.37251,14.075068,0.010031368,0.072624564
1807202200014517,zr,58336.35853,14.068849,0.010031624,0.0694007
1807202200014517,zr,58336.359,14.071813,0.0100315,0.07317303
771210200042342,zr,58337.34865,14.059605,0.010182239,0.085363075
771110200016072,zg,58337.39285,14.541624,0.009832752,-0.0067463936
1807102200010962,zg,58338.39547,14.530872,0.012574174,-0.041219264
771210200042342,zr,58340.39004,14.053745,0.010181924,0.09948471
771210200042342,zr,58340.39095,14.057902,0.010182146,0.09538515
771210200042342,zr,58342.34357,14.060016,0.010182261,0.08811173
771110200016072,zg,58342.41214,14.507563,0.009810138,-0.009695624
771210200042342,zr,58343.36421,14.06398,0.010182482,0.08542925
771210200042342,zr,58343.36513,14.053275,0.010181899,0.0851414
771110200016072,zg,58343.38532,14.518102,0.00981707,-0.0038298895
771110200016072,zg,58343.38624,14.495179,0.009802065,-0.014189083
771110200016072,zg,58344.36468,14.517222,0.009816488,-0.015285629
1807102200010962,zg,58344.39246,14.513768,0.0125775635,-0.048093077
771210200042342,zr,58344.43303,14.049585,0.010181709,0.0922262
1807202200014517,zr,58344.43932,14.07882,0.01003122,0.060871556
1807202200014517,zr,58345.35426,14.094682,0.0100306505,0.06944268
771110200016072,zg,58346.34638,14.517547,0.009816702,-0.016920213
771210200042342,zr,58346.39186,14.068645,0.010182749,0.08790332
771210200042342,zr,58349.32686,14.081481,0.010183528,0.08056484
771110200016072,zg,58349.38638,14.528196,0.009823765,-0.03048389
1807102200010962,zg,58350.31342,14.5144825,0.012577419,-0.02404078
771210200042342,zr,58352.32486,14.064897,0.010182534,0.08136497
771110200016072,zg,58352.40512,14.522484,0.009819969,-0.052046146
1807202200014517,zr,58353.3151,14.069265,0.010031607,0.07156501
1807202200014517,zr,58354.28546,14.059803,0.010032021,0.06310404
1807202200014517,zr,58355.30366,14.066924,0.010031706,0.060042836
771210200042342,zr,58355.34174,14.068474,0.010182738,0.08214143
771210200042342,zr,58355.43543,14.050945,0.010181779,0.08297714
1807202200014517,zr,58356.3064,14.075569,0.010031348,0.075445905
771210200042342,zr,58358.41022,14.087858,0.010183937,0.07594343
771210200042342,zr,58361.30441,14.0731535,0.010183015,0.087051995
771110200016072,zg,58361.39252,14.523458,0.009820614,-0.015369003
1807102200010962,zg,58363.33205,14.535729,0.012573243,-0.03428461
771110200016072,zg,58364.26363,14.507139,0.00980986,-0.019428264
