oid,filter,mjd,mag,magerr,clrcoeff
1837206300038538,zr,58326.39583,14.877385,0.010040702,0.0935936
1837206300038538,zr,58326.39629,14.868023,0.010035304,0.093608916
1837206300038538,zr,58327.37046,14.863361,0.010032642,0.09635426
1837206300038538,zr,58327.37092,14.880246,0.010042367,0.09611229
1837206300038538,zr,58328.36907,14.87682,0.010040375,0.09785658
1837206300038538,zr,58328.36952,14.894484,0.010050751,0.098690026
1837106300028117,zg,58329.43832,15.27771,0.016050015,-0.060686193
1837106300028117,zg,58329.43877,15.265446,0.01604747,-0.059521593
1837206300038538,zr,58330.38824,14.874964,0.010039301,0.0866411
1837206300038538,zr,58330.38871,14.896484,0.010051942,0.09117622
1837206300038538,zr,58331.38679,15.078339,0.010175065,0.08458637
1837206300038538,zr,58331.38725,15.106071,0.010196591,0.09035445
1837206300038538,zr,58332.38082,14.873695,0.010038566,0.086824425
1837206300038538,zr,58332.38127,14.881802,0.010043276,0.08642556
1837206300038538,zr,58334.40267,14.877684,0.010040877,0.097041555
1837206300038538,zr,58334.40314,14.884146,0.010044646,0.09604111
1837206300038538,zr,58335.38122,14.875919,0.010039855,0.09230656
1837206300038538,zr,58335.38168,14.879947,0.010042193,0.093047455
1837206300038538,zr,58336.37273,14.875369,0.010039534,0.09660531
1837206300038538,zr,58336.37318,14.879808,0.010042112,0.09352568
1837106300028117,zg,58338.39522,15.270279,0.016048448,-0.057377625
1837106300028117,zg,58344.39221,15.27591,0.016049627,-0.06460766
1837206300038538,zr,58345.354,14.876713,0.010040313,0.09225278
1837206300038538,zr,58354.28955,14.881225,0.010042938,0.09514888
1837206300038538,zr,58355.31013,14.885598,0.0100455,0.09845041
1837206300038538,zr,58356.30523,14.876796,0.010040361,0.10218003
1837206300038538,zr,58357.32526,14.8946705,0.010050861,0.0996437
1837206300038538,zr,58359.35228,14.956447,0.01008924,0.09489627
1837206300038538,zr,58360.3128,14.894369,0.010050683,0.10912976
1837106300028117,zg,58360.43071,15.287566,0.01605222,-0.02649638
1837206300038538,zr,58361.32461,14.8932905,0.010050042,0.097408794
1837206300038538,zr,58362.35516,14.877603,0.01004083,0.08935934
1837106300028117,zg,58363.3318,15.283911,0.016051386,-0.06278623
1837206300038538,zr,58364.35709,14.873708,0.010038574,0.09420365
