oid,filter,mjd,mag,magerr,clrcoeff
804115300009224,zg,58228.48566,13.659035,0.01011747,-0.05860706
804115300009224,zg,58235.50057,13.671927,0.010126681,-0.04158406
804115300009224,zg,58244.4492,13.707002,0.010151942,-0.07876449
804215300012879,zr,58244.4838,13.390867,0.010497823,0.09672722
804215300012879,zr,58246.44771,13.387349,0.010496723,0.09618078
804115300009224,zg,58246.48363,13.701246,0.010147776,-0.055402625
804215300012879,zr,58247.46619,13.416906,0.010506051,0.0944902
804115300009224,zg,58247.4851,13.703801,0.010149625,-0.060226537
804215300012879,zr,58249.45015,13.394434,0.010498942,0.105231486
804215300012879,zr,58249.46583,13.387924,0.010496903,0.10683681
804115300009224,zg,58252.4636,13.708243,0.010152843,-0.101774365
804115300009224,zg,58254.44441,13.704123,0.010149858,-0.077895366
804215300012879,zr,58254.48708,13.398156,0.010500111,0.08936111
804115300009224,zg,58255.42794,13.679354,0.010132005,-0.059012037
804215300012879,zr,58255.46483,13.410352,0.010503965,0.08123289
804215300012879,zr,58256.42379,13.419593,0.0105069075,0.075868845
804215300012879,zr,58256.46605,13.430112,0.010510281,0.075155824
804215300012879,zr,58257.42188,13.417434,0.010506219,0.090217665
804215300012879,zr,58257.46849,13.426572,0.010509144,0.09067205
804215300012879,zr,58258.45375,13.413182,0.010504865,0.092770115
804115300009224,zg,58262.47547,13.691318,0.01014061,-0.032026626
804215300012879,zr,58263.37746,13.400602,0.010500882,0.09929241
804115300009224,zg,58263.46329,13.70083,0.010147477,-0.034448594
804215300012879,zr,58266.38248,13.419055,0.010506737,0.0866873
804115300009224,zg,58267.46611,13.688611,0.01013866,-0.04371009
804215300012879,zr,58268.45156,13.406795,0.0105028385,0.08865275
804115300009224,zg,58268.46672,13.685885,0.010136699,-0.047902625
804215300012879,zr,58269.42508,13.435304,0.010511955,0.07453409
804115300009224,zg,58269.47191,13.713865,0.010156921,-0.04321254
804215300012879,zr,58270.42593,13.417557,0.010506259,0.08780538
804115300009224,zg,58270.46888,13.696237,0.010144157,-0.029074764
804215300012879,zr,58271.44784,13.386756,0.010496537,0.08831173
804115300009224,zg,58272.43138,13.705471,0.010150834,-0.06549008
804215300012879,zr,58272.46349,13.429035,0.010509935,0.086514406
804215300012879,zr,58273.42498,13.417122,0.01050612,0.082967736
804115300009224,zg,58273.46389,13.699506,0.010146519,-0.07993701
804115300009224,zg,58274.4448,13.6993265,0.010146389,-0.09044881
804215300012879,zr,58274.47125,13.42791,0.010509574,0.083735816
804115300009224,zg,58276.40651,13.7019,0.010148249,-0.07308674
804215300012879,zr,58276.46659,13.411836,0.010504438,0.089710414
804215300012879,zr,58277.43098,13.410041,0.010503868,0.09005849
804115300009224,zg,58277.44765,13.694372,0.010142812,-0.09063078
804115300009224,zg,58278.43391,13.709653,0.0101538645,-0.077529304
804215300012879,zr,58278.46927,13.415394,0.010505568,0.08336183
804215300012879,zr,58279.42932,13.417285,0.010506172,0.08959984
804115300009224,zg,58279.45481,13.710005,0.010154119,-0.07121158
804215300012879,zr,58280.37018,13.414347,0.010505236,0.07189768
804115300009224,zg,58280.45347,13.681715,0.0101337,-0.06845237
804115300009224,zg,58281.43022,13.712654,0.010156041,-0.084033035
804215300012879,zr,58281.46961,13.417563,0.01050626,0.08854541
804115300009224,zg,58282.42625,13.686383,0.010137057,-0.062065184
804215300012879,zr,58282.4687,13.394875,0.01049908,0.09839088
804215300012879,zr,58283.3867,13.40836,0.010503334,0.08432817
804115300009224,zg,58283.45229,13.680087,0.010132532,-0.05636961
804215300012879,zr,58285.40713,13.418852,0.010506673,0.086344674
804115300009224,zg,58285.44939,13.697517,0.010145082,-0.07399958
804115300009224,zg,58286.43079,13.702438,0.010148639,-0.091579385
804215300012879,zr,58286.4755,13.407952,0.0105032055,0.087457865
804115300009224,zg,58287.43194,13.704014,0.010149779,-0.08487342
804215300012879,zr,58287.46534,13.41708,0.0105061075,0.07948226
804115300009224,zg,58288.43046,13.696727,0.010144511,-0.05455698
804215300012879,zr,58288.47288,13.392956,0.010498477,0.09269067
804115300009224,zg,58289.42194,13.697313,0.010144935,-0.068036735
804215300012879,zr,58289.47701,13.387253,0.010496693,0.088671036
804115300009224,zg,58290.45295,13.699692,0.010146654,-0.066510834
804215300012879,zr,58290.47595,13.4056,0.01050246,0.0888553
804115300009224,zg,58291.4542,13.7173195,0.01015943,-0.059555132
804215300012879,zr,58291.47149,13.401131,0.0105010485,0.092318065
804215300012879,zr,58292.4705,13.405782,0.010502518,0.09009211
804115300009224,zg,58293.45312,13.70441,0.010150065,-0.07409147
804215300012879,zr,58293.47258,13.404898,0.010502238,0.083466895
804115300009224,zg,58294.45685,13.71331,0.010156517,-0.06856688
804215300012879,zr,58294.47219,13.41347,0.010504957,0.090280764
804215300012879,zr,58296.36498,13.402472,0.010501471,0.08375153
804115300009224,zg,58296.46705,13.700292,0.010147087,-0.060884804
804115300009224,zg,58297.46987,13.700515,0.010147247,-0.053262763
804215300012879,zr,58298.44618,13.397945,0.010500045,0.09692229
804115300009224,zg,58298.47139,13.681404,0.010133478,-0.04100516
804215300012879,zr,58299.41429,13.3962965,0.010499527,0.09219385
