2447765.43500 15.06570
2445644.31200 15.16120
2445646.26700 15.17420
2445647.31700 15.10690
2445647.35000 15.09190
2445663.16000 15.38500
2445663.19300 15.16630
2445665.25900 15.08350
2445666.27100 15.04630
2445674.17100 15.04900
2445695.16500 15.20670
2445882.48100 15.13720
2445888.49000 15.15600
2445913.47800 15.10970
2445914.47700 15.06880
2445915.45700 15.05590
2445918.53400 15.01500
2445936.42300 14.98860
2445939.47200 15.11380
2445945.45600 15.20240
2445945.49000 15.15810
2445947.49300 15.03880
2445948.49100 15.17340
2445949.49200 14.94900
2445964.53000 15.02700
2445965.38400 15.04120
2445969.26600 15.05800
2445969.33700 15.10590
2445969.37000 15.13050
2445969.40300 15.08250
2445969.43600 15.02680
2445969.46800 15.08090
2445969.50200 15.15030
2445969.53400 15.14740
2445969.56700 15.08450
2445972.46800 15.05370
2445974.44300 15.01280
2446030.33200 15.10820
2446265.50700 15.21580
2446297.38700 14.99410
2446301.42100 15.36020
2446304.43700 15.17610
2446325.40700 15.17810
2446326.40800 15.11580
2446352.43200 15.15110
2446360.41500 15.17030
2446382.36000 15.13800
2446406.28500 15.15990
2446408.26200 15.24850
2446410.27800 15.18570
2446413.26700 15.24700
2446645.50000 15.16030
2446651.49600 15.02360
2446654.51100 15.09520
2446656.47100 15.08770
2446672.42800 15.19530
2446682.40300 15.21120
2446686.42500 15.19800
2446706.42100 15.11630
2446709.42200 15.02770
2446712.40300 15.28370
2446714.41900 15.11960
2446761.26400 15.28840
2446764.25200 15.31090
2446768.21900 15.10110
2447035.45800 14.84160
2447041.55500 15.17470
2447057.42700 15.14050
2447059.40600 15.20430
2447062.49600 15.20090
2447064.34000 15.14640
2447066.44900 15.12410
2447091.32200 15.02820
2447296.51300 15.11430
2447389.42900 15.00860
2447393.47800 15.04270
2447395.41800 15.07680
2447396.38200 15.05810
2447397.39400 15.61580
2447410.41100 15.12560
2447418.45600 15.05900
2447419.35100 15.14330
2447420.43400 15.06720
2447422.33500 15.20670
2447424.46400 15.21310
2447436.30500 15.09690
2447442.33700 15.10270
2447449.29200 14.99780
2447451.27800 15.11530
2447468.19100 14.97930
2445642.36800 15.16560
2447766.54200 15.23700
2447773.48700 15.05000
2447792.40300 15.04810
2447798.41500 14.97220
2447802.43400 15.03740
2447821.40300 14.99220
2447826.33700 15.21740
2447826.44100 15.11130
2447835.22900 15.13050
2447851.24300 15.27770
2448532.23700 15.11230
2448811.50800 15.26770
2450371.33000 15.09410
