2447062.49600 15.61740
2445644.31200 15.81270
2445646.26700 16.20560
2445647.31700 16.08490
2445647.35000 16.05200
2445663.16000 15.78130
2445663.19300 15.71140
2445665.25900 15.75550
2445666.27100 15.70410
2445674.17100 15.85140
2445695.16500 15.78020
2445882.48100 15.91720
2445888.49000 15.95310
2445908.42100 15.71350
2445913.47800 15.65050
2445914.47700 15.65920
2445915.45700 15.74710
2445918.53400 15.64040
2445936.42300 15.68260
2445939.47200 15.68810
2445945.45600 15.66410
2445945.49000 15.66460
2445946.42400 15.67210
2445947.49300 15.61830
2445948.49100 15.73520
2445949.49200 15.69560
2445964.53000 15.71360
2445965.38400 15.74010
2445969.26600 15.80260
2445969.33700 15.74730
2445969.37000 15.76890
2445969.40300 15.76150
2445969.43600 15.71030
2445969.46800 15.80520
2445969.50200 15.64740
2445969.53400 15.74100
2445969.56700 15.73870
2445972.46800 15.75460
2445974.44300 15.62440
2446030.33200 15.84680
2446265.50700 15.63070
2446301.42100 15.62640
2446304.43700 16.11240
2446325.40700 15.78870
2446326.40800 15.77280
2446329.40700 15.83310
2446352.43200 15.79800
2446360.41500 15.80680
2446380.30700 15.81070
2446382.36000 15.76290
2446406.28500 15.72210
2446408.26200 15.72330
2446410.27800 15.74820
2446413.26700 15.69970
2446645.50000 15.72410
2446651.49600 15.79130
2446654.51100 15.79780
2446656.47100 15.90030
2446672.42800 15.84980
2446682.40300 15.64880
2446686.42500 15.80170
2446706.42100 15.76000
2446709.42200 15.65430
2446712.40300 15.78730
2446714.41900 15.74060
2446761.26400 15.69640
2446763.17500 15.70830
2446764.25200 15.61510
2446768.21900 15.81610
2446769.21000 15.71690
2447035.45800 16.04440
2447041.55500 15.65430
2447057.42700 15.70990
2445642.36800 15.74940
2447066.44900 15.68870
2447091.32200 15.74350
2447387.46700 15.82420
2447389.42900 15.65920
2447393.47800 15.76660
2447395.41800 15.99370
2447396.38200 15.79570
2447397.39400 15.68450
2447418.45600 15.79730
2447419.35100 15.70880
2447420.43400 15.75140
2447422.33500 15.89350
2447424.46400 15.75430
2447436.30500 15.65320
2447442.33700 15.74290
2447449.29200 15.71320
2447451.27800 15.77380
2447468.19100 15.80160
2447477.22500 15.97740
2447765.43500 15.91890
2447766.54200 15.96860
2447773.48700 15.81330
2447792.40300 15.69090
2447798.41500 15.77810
2447802.43400 15.88700
2447821.40300 16.18740
2447826.33700 15.80970
2447826.40200 15.75840
2447826.44100 15.65120
2447835.22900 15.76920
2447851.24300 15.77310
2448811.50800 15.84580
2450371.33000 15.56920
