+0.7324829 15.61740 2447062.49600
+0.3170906 15.81270 2445644.31200
+0.5532955 16.20560 2445646.26700
+0.3655795 16.08490 2445647.31700
+0.4539655 16.05200 2445647.35000
+0.7989274 15.78130 2445663.16000
+0.8873135 15.71140 2445663.19300
+0.4208170 15.75550 2445665.25900
+0.1313231 15.70410 2445666.27100
+0.2904122 15.85140 2445674.17100
+0.5200219 15.78020 2445695.16500
+0.2207727 15.91720 2445882.48100
+0.3150722 15.95310 2445888.49000
+0.6975791 15.71350 2445908.42100
+0.2420745 15.65050 2445913.47800
+0.9177619 15.65920 2445914.47700
+0.5425603 15.74710 2445915.45700
+0.7838916 15.64040 2445918.53400
+0.6971757 15.68260 2445936.42300
+0.8635128 15.68810 2445939.47200
+0.8908532 15.66410 2445945.45600
+0.9819176 15.66460 2445945.49000
+0.4835111 15.67210 2445946.42400
+0.3466841 15.61830 2445947.49300
+0.0196931 15.73520 2445948.49100
+0.7007371 15.69560 2445949.49200
+0.9780006 15.71360 2445964.53000
+0.2653250 15.74010 2445965.38400
+0.6627406 15.80260 2445969.26600
+0.8529046 15.74730 2445969.33700
+0.9412907 15.76890 2445969.37000
+0.0296767 15.76150 2445969.40300
+0.1180628 15.71030 2445969.43600
+0.2037705 15.80520 2445969.46800
+0.2948349 15.64740 2445969.50200
+0.3805426 15.74100 2445969.53400
+0.4689287 15.73870 2445969.56700
+0.2388676 15.75460 2445972.46800
+0.5286399 15.62440 2445974.44300
+0.2198209 15.84680 2446030.33200
+0.1044762 15.63070 2446265.50700
+0.2953022 15.62640 2446301.42100
+0.3732532 16.11240 2446304.43700
+0.5385820 15.78870 2446325.40700
+0.2196261 15.77280 2446326.40800
+0.2520449 15.83310 2446329.40700
+0.9214153 15.79800 2446352.43200
+0.3028087 15.80680 2446360.41500
+0.5808594 15.81070 2446380.30700
+0.0795442 15.76290 2446382.36000
+0.1594437 15.72210 2446406.28500
+0.4545727 15.72330 2446408.26200
+0.8541580 15.74820 2446410.27800
+0.8597931 15.69970 2446413.26700
+0.8646964 15.72410 2446645.50000
+0.9241772 15.79130 2446651.49600
+0.9994498 15.79780 2446654.51100
+0.2490466 15.90030 2446656.47100
+0.9877282 15.84980 2446672.42800
+0.7044261 15.64880 2446682.40300
+0.4768130 15.80170 2446686.42500
+0.0334136 15.76000 2446706.42100
