JD	mag	mag_err
2458387.84355	15.581135	0.012145938
2458387.86442	15.581515	0.012427246
2458653.97571	15.3266115	0.012087486
2459093.80618	15.519832	0.012336041
2459097.89125	15.378008	0.012148435
2459111.80948	15.489932	0.012293998
2459119.79441	15.366711	0.011867707
2459119.79488	15.313739	0.012072768
2459121.7621999998	15.615564	0.012199206
2459121.76266	15.602329	0.012459427
2459136.78694	15.412142	0.011919421
2459138.68948	15.5349655	0.012357852
2459138.68995	15.580936	0.012145639
2459143.75373	15.373281	0.012142681
2459143.81435	15.609513	0.012189659
2459165.64647	15.434759	0.011946553
2459165.64694	15.399654	0.0121751875
2459479.78921	15.476707	0.012275839
2459479.78969	15.517499	0.01205403
2459503.75129	15.37282	0.012142121
2459505.65911	15.556399	0.012389367
