+0.8401666 16.47660 2447773.48700
+0.9500504 16.41940 2445644.31200
+0.9361648 16.53070 2445646.26700
+0.8366355 16.33250 2445647.31700
+0.0220788 16.35790 2445647.35000
+0.8663085 16.30930 2445663.16000
+0.0517519 16.27910 2445663.19300
+0.6616304 16.36550 2445665.25900
+0.3485602 16.45390 2445666.27100
+0.7425776 16.53260 2445674.17100
+0.7182738 16.36960 2445695.16500
+0.3397619 16.62940 2445882.48100
+0.1073126 16.57850 2445888.49000
+0.5272754 16.98250 2445913.47800
+0.1411517 16.78370 2445914.47700
+0.6482577 16.65960 2445915.45700
+0.9394465 16.88640 2445918.53400
+0.4666081 16.81950 2445936.42300
+0.6004510 16.71920 2445939.47200
+0.4185771 17.02460 2445945.49000
+0.6671863 16.90990 2445946.42400
+0.6744274 16.94980 2445947.49300
+0.2826842 16.83510 2445948.49100
+0.9077996 16.80270 2445949.49200
+0.4137785 16.89740 2445964.53000
+0.2128279 16.81570 2445965.38400
+0.0277109 16.54850 2445969.26600
+0.4266951 16.62040 2445969.33700
+0.6121385 16.64430 2445969.37000
+0.7975819 16.53560 2445969.40300
+0.9830252 16.94730 2445969.43600
+0.1628491 16.78770 2445969.46800
+0.3539119 16.78690 2445969.50200
+0.5337358 16.70940 2445969.53400
+0.7191792 16.96540 2445969.56700
+0.0213367 16.67740 2445972.46800
+0.1198410 16.59390 2445974.44300
+0.1878456 16.47260 2446030.33200
+0.0000000 16.18120 2446084.21800
+0.7527865 16.51640 2446265.50700
+0.9023148 16.61350 2446297.38700
+0.5713612 16.83730 2446301.42100
+0.3605891 16.82250 2446325.40700
+0.9857044 16.93720 2446326.40800
+0.8385726 16.76930 2446329.40700
+0.2274649 16.45270 2446352.43200
+0.0879004 16.63800 2446360.41500
+0.8709123 16.62850 2446380.30700
+0.4077373 16.81600 2446382.36000
+0.8541759 16.70020 2446406.28500
+0.9639193 16.50480 2446408.26200
+0.2928230 16.75830 2446410.27800
+0.0894961 16.51740 2446413.26700
+0.1218802 16.53470 2446645.50000
+0.8163774 16.52250 2446651.49600
+0.7591574 16.46160 2446654.51100
+0.7733693 16.70450 2446656.47100
+0.4436649 16.75270 2446672.42800
+0.4981362 16.97260 2446682.40300
+0.0997486 16.87590 2446686.42500
+0.4671880 16.76070 2446706.42100
+0.3312951 16.78900 2446709.42200
+0.4119159 16.82380 2446714.41900
+0.7450418 16.59270 2446730.31600
+0.6571999 16.68170 2446761.26400
+0.3960565 16.56820 2446763.17500
+0.4482536 16.80050 2446764.25200
+0.7407937 16.54560 2446768.21900
+0.3097141 16.86390 2446769.21000
+0.4892501 17.52080 2447035.45800
+0.7513164 16.89170 2447041.55500
+0.9439549 16.72150 2447057.42700
+0.0649372 16.75890 2447059.40600
+0.4291794 16.58680 2447062.49600
+0.6430466 16.92840 2447066.44900
+0.4167673 16.80510 2447091.32200
+0.6278223 16.97260 2447389.42900
+0.3811610 16.98550 2447393.47800
+0.2829830 16.92280 2447395.41800
+0.5360846 16.82870 2447410.41100
+0.7449288 16.78940 2447418.45600
+0.7743776 16.91810 2447419.35100
+0.8602917 16.84600 2447420.43400
+0.5429533 16.95730 2447422.33500
+0.5068600 16.75760 2447424.46400
+0.0473106 16.61150 2447436.30500
+0.9441097 16.74620 2447442.33700
+0.0277034 16.40000 2447449.29200
+0.2305559 16.60010 2447468.19100
+0.5919859 16.59850 2447765.43500
+0.8127678 16.50740 2447766.54200
+0.0257504 16.53560 2445642.36800
+0.1385504 16.69570 2447792.40300
+0.9229596 16.65060 2447798.41500
+0.5077135 16.63840 2447802.43400
+0.1039306 16.79550 2447821.40300
+0.8305233 16.65900 2447826.33700
+0.4149508 16.55290 2447826.44100
+0.7990805 16.56600 2447835.22900
+0.7896873 16.82380 2447851.24300
+0.9948877 16.67930 2448811.50800
+0.4081726 16.95580 2450371.33000
-0.1598334 16.47660 2447773.48700
-0.0499496 16.41940 2445644.31200
-0.0638352 16.53070 2445646.26700
-0.1633645 16.33250 2445647.31700
-0.1336915 16.30930 2445663.16000
-0.3383696 16.36550 2445665.25900
-0.2574224 16.53260 2445674.17100
-0.2817262 16.36960 2445695.16500
-0.4727246 16.98250 2445913.47800
-0.3517423 16.65960 2445915.45700
-0.0605535 16.88640 2445918.53400
-0.3995490 16.71920 2445939.47200
-0.3328137 16.90990 2445946.42400
-0.3255726 16.94980 2445947.49300
-0.0922004 16.80270 2445949.49200
-0.3878615 16.64430 2445969.37000
-0.2024181 16.53560 2445969.40300
-0.0169748 16.94730 2445969.43600
-0.4662642 16.70940 2445969.53400
-0.2808208 16.96540 2445969.56700
-0.2472135 16.51640 2446265.50700
-0.0976852 16.61350 2446297.38700
-0.4286388 16.83730 2446301.42100
-0.0142956 16.93720 2446326.40800
-0.1614274 16.76930 2446329.40700
-0.1290877 16.62850 2446380.30700
-0.1458241 16.70020 2446406.28500
-0.0360807 16.50480 2446408.26200
-0.1836226 16.52250 2446651.49600
-0.2408426 16.46160 2446654.51100
-0.2266307 16.70450 2446656.47100
-0.2549582 16.59270 2446730.31600
-0.3428001 16.68170 2446761.26400
-0.2592063 16.54560 2446768.21900
-0.2486836 16.89170 2447041.55500
-0.0560451 16.72150 2447057.42700
-0.3569534 16.92840 2447066.44900
-0.3721777 16.97260 2447389.42900
-0.4639154 16.82870 2447410.41100
-0.2550712 16.78940 2447418.45600
-0.2256224 16.91810 2447419.35100
-0.1397083 16.84600 2447420.43400
-0.4570467 16.95730 2447422.33500
-0.4931400 16.75760 2447424.46400
-0.0558903 16.74620 2447442.33700
-0.4080141 16.59850 2447765.43500
-0.1872322 16.50740 2447766.54200
-0.0770404 16.65060 2447798.41500
-0.4922865 16.63840 2447802.43400
-0.1694767 16.65900 2447826.33700
-0.2009195 16.56600 2447835.22900
-0.2103127 16.82380 2447851.24300
-0.0051123 16.67930 2448811.50800
