2447773.48700 16.47660
2445644.31200 16.41940
2445646.26700 16.53070
2445647.31700 16.33250
2445647.35000 16.35790
2445663.16000 16.30930
2445663.19300 16.27910
2445665.25900 16.36550
2445666.27100 16.45390
2445674.17100 16.53260
2445695.16500 16.36960
2445882.48100 16.62940
2445888.49000 16.57850
2445913.47800 16.98250
2445914.47700 16.78370
2445915.45700 16.65960
2445918.53400 16.88640
2445936.42300 16.81950
2445939.47200 16.71920
2445945.49000 17.02460
2445946.42400 16.90990
2445947.49300 16.94980
2445948.49100 16.83510
2445949.49200 16.80270
2445964.53000 16.89740
2445965.38400 16.81570
2445969.26600 16.54850
2445969.33700 16.62040
2445969.37000 16.64430
2445969.40300 16.53560
2445969.43600 16.94730
2445969.46800 16.78770
2445969.50200 16.78690
2445969.53400 16.70940
2445969.56700 16.96540
2445972.46800 16.67740
2445974.44300 16.59390
2446030.33200 16.47260
2446084.21800 16.18120
2446265.50700 16.51640
2446297.38700 16.61350
2446301.42100 16.83730
2446325.40700 16.82250
2446326.40800 16.93720
2446329.40700 16.76930
2446352.43200 16.45270
2446360.41500 16.63800
2446380.30700 16.62850
2446382.36000 16.81600
2446406.28500 16.70020
2446408.26200 16.50480
2446410.27800 16.75830
2446413.26700 16.51740
2446645.50000 16.53470
2446651.49600 16.52250
2446654.51100 16.46160
2446656.47100 16.70450
2446672.42800 16.75270
2446682.40300 16.97260
2446686.42500 16.87590
2446706.42100 16.76070
2446709.42200 16.78900
2446714.41900 16.82380
2446730.31600 16.59270
2446761.26400 16.68170
2446763.17500 16.56820
2446764.25200 16.80050
2446768.21900 16.54560
2446769.21000 16.86390
2447035.45800 17.52080
2447041.55500 16.89170
2447057.42700 16.72150
2447059.40600 16.75890
2447062.49600 16.58680
2447066.44900 16.92840
2447091.32200 16.80510
2447389.42900 16.97260
2447393.47800 16.98550
2447395.41800 16.92280
2447410.41100 16.82870
2447418.45600 16.78940
2447419.35100 16.91810
2447420.43400 16.84600
2447422.33500 16.95730
2447424.46400 16.75760
2447436.30500 16.61150
2447442.33700 16.74620
2447449.29200 16.40000
2447468.19100 16.60010
2447765.43500 16.59850
2447766.54200 16.50740
2445642.36800 16.53560
2447792.40300 16.69570
2447798.41500 16.65060
2447802.43400 16.63840
2447821.40300 16.79550
2447826.33700 16.65900
2447826.44100 16.55290
2447835.22900 16.56600
2447851.24300 16.82380
2448811.50800 16.67930
2450371.33000 16.95580
