2447765.43500 13.34720
2445644.31200 13.33620
2445646.26700 13.48450
2445663.16000 14.36170
2445663.19300 14.04430
2445665.25900 13.39330
2445666.27100 13.36330
2445674.17100 13.38540
2445695.16500 13.46240
2445882.48100 13.48890
2445888.49000 13.38290
2445913.47800 13.47760
2445914.47700 13.34170
2445915.45700 13.29170
2445918.53400 13.20670
2445936.42300 13.14490
2445939.47200 13.14330
2445945.45600 13.26160
2445945.49000 13.28000
2445946.42400 13.13180
2445947.49300 13.19640
2445948.49100 13.28260
2445949.49200 13.26010
2445964.53000 13.23500
2445965.38400 13.39050
2445969.33700 13.42680
2445969.37000 13.50120
2445969.40300 13.17850
2445969.43600 13.10200
2445969.46800 13.19960
2445969.50200 13.40800
2445969.53400 13.34580
2445969.56700 13.29930
2445972.46800 13.15470
2445974.44300 13.17330
2446030.33200 13.44080
2446265.50700 13.15960
2446297.38700 13.14660
2446301.42100 13.61350
2446304.43700 13.09700
2446326.40800 13.71470
2446352.43200 13.36010
2446360.41500 13.62790
2446382.36000 13.30720
2446406.28500 13.63560
2446408.26200 13.50090
2446410.27800 13.36220
2446413.26700 13.57890
2446645.50000 13.40660
2446651.49600 13.33470
2446654.51100 13.40260
2446656.47100 13.30420
2446682.40300 13.70090
2446686.42500 13.63780
2446706.42100 13.52790
2446709.42200 13.12650
2446712.40300 13.26740
2446714.41900 13.55910
2446730.31600 13.63460
2446761.26400 13.83980
2446763.17500 13.60220
2446768.21900 13.46520
2447035.45800 12.89840
2447041.55500 13.17850
2447057.42700 12.91180
2447059.40600 13.15060
2447062.49600 13.53760
2447066.44900 14.09770
2447091.32200 13.25430
2447296.51300 13.25470
2447389.42900 13.32950
2447393.47800 13.35460
2447395.41800 13.27880
2447396.38200 13.23150
2447397.39400 13.36730
2447410.41100 13.26970
2447418.45600 13.24660
2447419.35100 13.28600
2447420.43400 13.31010
2447422.33500 13.22600
2447424.46400 13.27840
2447436.30500 13.26160
2447442.33700 13.13390
2447449.29200 13.20590
2447451.27800 13.24890
2447468.19100 13.42540
2447477.22500 13.28600
2445642.36800 13.65110
2447766.54200 13.18570
2447773.48700 13.22520
2447792.40300 13.26930
2447798.41500 13.26470
2447802.43400 13.38580
2447821.40300 13.30830
2447826.33700 13.31350
2447826.44100 13.40660
2447835.22900 13.23260
2447851.24300 13.35750
2448532.23700 13.13470
2448811.50800 13.13020
2450371.33000 13.09580
