JD	mag	mag_err
2458228.98491	14.646572	0.009978603
2458234.94415	14.652811	0.009982507
2458235.00112	14.64822	0.009979632
2458252.96318	14.647367	0.009979099
2458255.92754	14.642383	0.009975995
2458261.96865	14.6409645	0.009975115
2458269.97402	14.6735325	0.009995644
2458272.92792	14.674115	0.009996017
2458278.9319	14.672182	0.009994781
2458281.93109	14.658584	0.00998614
2458290.94901	14.664941	0.009990166
2458293.94656	14.666427	0.009991109
2458296.96904	14.676682	0.009997664
2458299.96917	14.667041	0.0099915005
2458302.95242	14.642092	0.009975814
2458305.97331	14.656411	0.009984771
2458316.91016	14.633601	0.009970562
2458319.90871	14.648161	0.0099795945
2458322.95034	14.64057	0.009974869
2458325.95713	14.653518	0.009982951
2458329.9386	14.6625395	0.012197235
2458329.95499	14.642312	0.012197246
2458333.93561	14.664483	0.012197248
2458334.82431	14.64464	0.009977399
2458337.89291	14.657571	0.009985502
2458338.89553	14.674114	0.0121973455
2458342.91219	14.66242	0.009988566
2458343.88537	14.654061	0.009983293
2458343.88629	14.653032	0.009982646
2458344.86472	14.645389	0.009977866
2458344.8925	14.664817	0.012197249
2458346.84642	14.651968	0.009981978
2458349.88641	14.651109	0.009981439
2458350.81345	14.662823	0.012197236
2458352.90515	14.651782	0.009981861
2458360.89116	14.655487	0.012197209
2458361.89253	14.654323	0.009983457
2458363.83205	14.673736	0.012197342
2458364.76363	14.6453705	0.009977853
2458370.8471	14.65858	0.009986138
2458371.87438	14.66688	0.012197266
2458373.87329	14.669569	0.009993112
2458375.88599	14.67323	0.00999545
2458376.80519	14.662091	0.009988358
2458379.84401	14.6547	0.009983693
2458381.74929	14.664041	0.012197243
2458382.74847	14.654801	0.0099837575
2458383.75133	14.677081	0.012197389
2458384.78659	14.667422	0.012197271
2458385.85293	14.680388	0.010000049
2458387.77115	14.681709	0.0121974675
2458388.80861	14.661691	0.009988104
2458389.86635	14.663049	0.012197237
2458400.77827	14.655193	0.009984004
2458425.68055	14.659522	0.009986734
2458428.682	14.6439295	0.009976957
2458430.83672	14.641171	0.012197255
2458431.72604	14.644121	0.009977075
2458434.66018	14.653616	0.009983012
2458435.69042	14.659757	0.01219722
2458436.69061	14.656951	0.012197211
2458437.72013	14.654611	0.009983637
2458443.75059	14.6538	0.012197209
2458469.65634	14.659209	0.009986535
2458472.65634	14.647625	0.00997926
2458487.63953	14.646849	0.009978776
2458491.64133	14.644792	0.009977493
2458494.63624	14.642284	0.009975934
2458503.67984	14.670305	0.009993581
2458509.65975	14.608642	0.00995537
2458607.97451	14.654488	0.00998356
2458617.96901	14.637019	0.009972671
2458634.96608	14.64529	0.009977804
2458637.96937	14.656578	0.009984876
2458640.95423	14.665266	0.009990372
2458643.9474	14.638553	0.009973619
2458649.97789	14.657307	0.009985335
2458652.96732	14.640958	0.00997511
2458655.96822	14.641555	0.009975481
2458658.97401	14.648407	0.009979749
2458661.96653	14.664423	0.009989836
2458665.97212	14.63652	0.009972362
2458668.95279	14.654666	0.009983672
2458677.95335	14.639269	0.009974062
2458680.97189	14.651853	0.009981905
2458683.96748	14.650124	0.009980823
2458686.96878	14.65002	0.009980757
2458690.8085	14.683466	0.010002036
2458693.90949	14.64728	0.009979044
2458696.91178	14.648711	0.009979939
2458699.93684	14.619761	0.009962092
2458704.91709	14.654107	0.012197207
2458704.91754	14.656952	0.012197212
2458705.90808	14.648306	0.009979686
2458708.90394	14.677326	0.012197393
2458708.90439	14.661967	0.012197231
2458708.96763	14.630953	0.009968933
2458714.74239	14.669367	0.009992981
2458717.88856	14.675233	0.009996734
2458717.88946	14.642516	0.009976078
2458718.93598	14.662782	0.012197236
2458718.93643	14.661092	0.012197226
2458720.90759	14.66439	0.009989815
2458722.91211	14.649427	0.009980386
2458723.90905	14.636023	0.0099720545
2458723.91505	14.650542	0.009981085
2458723.94464	14.669366	0.012197291
2458723.94509	14.664712	0.012197249
2458725.90566	14.673601	0.01219734
2458725.90611	14.65787	0.012197213
2458726.9053	14.643275	0.00997655
2458726.93327	14.656891	0.012197211
2458726.93374	14.669396	0.012197291
2458727.88972	14.619233	0.009961772
2458730.81005	14.662817	0.009988818
2458730.81095	14.66401	0.009989574
2458732.89344	14.648069	0.009979538
2458734.89267	14.656625	0.009984905
2458734.99807	14.624848	0.012197466
2458734.99852	14.633659	0.012197331
2458735.91234	14.654855	0.00998379
2458736.67655	14.642575	0.009976115
2458736.95153	14.638991	0.009973891
2458736.95244	14.626867	0.0099664265
2458737.8832	14.674637	0.012197353
2458737.88365	14.670972	0.012197306
2458737.9755	14.641269	0.009975303
2458738.70504	14.65128	0.0099815475
2458738.74303	14.633399	0.009970437
2458738.75272	14.671648	0.009994439
2458738.93347	14.663927	0.009989522
2458739.70411	14.663677	0.009989363
2458739.74248	14.660641	0.009987439
2458739.75218	14.670168	0.009993494
2458740.7039	14.652305	0.009982189
2458740.74279	14.6543045	0.0099834455
2458740.75248	14.63309	0.009970247
2458741.7008	14.654297	0.00998344
2458741.74287	14.661105	0.009987734
2458741.75256	14.65247	0.009982293
2458742.70108	14.639908	0.009974459
2458743.70142	14.661795	0.00998817
2458743.74259	14.670068	0.009993428
2458743.75229	14.665284	0.009990383
2458743.89296	14.654499	0.009983568
2458744.70044	14.644112	0.00997707
2458744.743	14.661438	0.009987945
2458744.7527	14.660509	0.009987357
2458745.70059	14.662436	0.009988576
2458745.74315	14.658685	0.009986204
2458745.75285	14.668688	0.009992548
2458747.70054	14.639767	0.009974372
2458747.74158	14.658851	0.009986309
2458747.75127	14.653829	0.009983147
2458747.81549	14.6475525	0.009979215
2458748.69943	14.6481695	0.0099796
2458748.74281	14.656841	0.009985042
2458748.75251	14.65935	0.009986625
2458748.76632	14.623509	0.009964375
2458749.70124	14.647315	0.009979066
2458749.74263	14.640592	0.009974883
2458749.75234	14.641076	0.009975183
2458750.70156	14.633707	0.009970626
2458750.74298	14.650351	0.0099809645
2458750.75267	14.661567	0.009988026
2458751.69921	14.655996	0.009984509
2458754.69896	14.650195	0.009980867
2458754.74202	14.652426	0.009982265
2458754.75172	14.661453	0.009987954
2458758.71601	14.65907	0.009986447
2458758.74718	14.651706	0.009981814
