+0.9690116 12.78640 2447765.43500
+0.9628974 12.94340 2445644.31200
+0.8404664 12.18580 2445646.26700
+0.9972171 12.87500 2445647.31700
+0.0964292 12.88490 2445647.35000
+0.6280748 12.26900 2445663.16000
+0.7272869 12.35340 2445663.19300
+0.9385697 12.32440 2445665.25900
+0.9810761 12.19330 2445666.27100
+0.7318667 12.20360 2445674.17100
+0.8488412 12.27030 2445695.16500
+0.0011324 12.48250 2445882.48100
+0.0667654 12.80410 2445888.49000
+0.1914182 12.79280 2445913.47800
+0.1948409 12.71650 2445914.47700
+0.1411415 12.78240 2445915.45700
+0.3919241 12.79130 2445918.53400
+0.1739360 12.80500 2445936.42300
+0.3405387 12.78540 2445939.47200
+0.3310109 12.74300 2445945.45600
+0.4332296 12.79180 2445945.49000
+0.2412344 12.76610 2445946.42400
+0.4551072 12.81140 2445947.49300
+0.4555236 12.60510 2445948.49100
+0.4649592 12.60350 2445949.49200
+0.6756414 12.76410 2445964.53000
+0.2431319 12.83460 2445965.38400
+0.9140901 12.84470 2445969.26600
+0.1275465 12.30850 2445969.33700
+0.2267587 12.40520 2445969.37000
+0.3259709 12.85940 2445969.40300
+0.4251831 12.72520 2445969.43600
+0.5213888 12.80020 2445969.46800
+0.6236074 12.82400 2445969.50200
+0.7198131 12.79480 2445969.53400
+0.8190253 12.78000 2445969.56700
+0.5406764 12.78490 2445972.46800
+0.4783741 12.70210 2445974.44300
+0.5416814 12.71450 2446265.50700
+0.3866441 12.72010 2446297.38700
+0.5145795 12.85280 2446301.42100
+0.5819700 12.85750 2446304.43700
+0.6267902 12.64230 2446325.40700
+0.6362258 12.34150 2446326.40800
+0.8755392 12.77300 2446352.43200
+0.8758634 12.79080 2446360.41500
+0.8519521 12.51020 2446382.36000
+0.7807707 12.38320 2446406.28500
+0.7244812 12.38130 2446408.26200
+0.7854424 12.47370 2446410.27800
+0.7716593 12.34030 2446413.26700
+0.9637306 12.37270 2446645.50000
+0.9902801 12.33140 2446651.49600
+0.0546641 12.35090 2446654.51100
+0.9472653 12.81960 2446656.47100
+0.9208560 12.30010 2446672.42800
+0.9099872 12.42870 2446682.40300
+0.0018454 12.38690 2446686.42500
+0.1184036 12.36650 2446706.42100
+0.1406977 12.74150 2446709.42200
+0.1028631 12.79430 2446712.40300
+0.1638243 12.44600 2446714.41900
+0.9570293 12.26170 2446730.31600
+0.0000000 12.12930 2446761.26400
+0.7452862 12.56220 2446763.17500
+0.9832104 12.14200 2446764.25200
+0.9097151 12.62140 2446768.21900
+0.3448468 12.89470 2447035.45800
+0.6750456 12.76310 2447041.55500
+0.3930898 12.78980 2447057.42700
+0.3428132 12.78740 2447059.40600
+0.6326794 12.66560 2447062.49600
+0.1765348 12.90720 2447064.34000
+0.5170940 12.81040 2447066.44900
+0.2960074 12.69490 2447091.32200
+0.5335955 12.75710 2447389.42900
+0.7066274 12.60130 2447393.47800
+0.5391000 12.39970 2447395.41800
+0.4372977 12.85040 2447396.38200
+0.4798041 12.74550 2447397.39400
+0.6144929 12.77750 2447410.41100
+0.8012158 12.60240 2447418.45600
+0.4919699 12.78390 2447419.35100
+0.7479327 12.83600 2447420.43400
+0.4631546 12.79570 2447422.33500
+0.8638424 12.75760 2447424.46400
+0.4629705 12.78490 2447436.30500
+0.5977514 12.77850 2447442.33700
+0.5074664 12.67880 2447449.29200
+0.4782348 12.88530 2447451.27800
+0.3259718 12.76110 2447468.19100
+0.4860532 12.75300 2447477.22500
