JD	mag	mag_err
2458217.99107	16.32928	0.014512174
2458218.01387	16.342154	0.014558211
2458218.98906	16.308186	0.01443797
2458220.00529	16.32919	0.014511848
2458244.9839	16.333527	0.014927812
2458244.98483	16.354855	0.014604208
2458246.9469	16.332876	0.014524975
2458246.94782	16.361717	0.015033829
2458247.96538	16.329021	0.01451125
2458247.96629	16.330547	0.014916763
2458249.95025	16.29897	0.014801424
2458249.95073	16.358936	0.014619111
2458249.96594	16.363087	0.015039048
2458249.96642	16.356071	0.014608642
2458254.96388	16.345165	0.014569068
2458254.98719	16.343445	0.014964809
2458255.96403	16.345547	0.014570446
2458255.96494	16.314825	0.014858932
2458256.9239	16.339989	0.014951881
2458256.96615	16.3564	0.015013631
2458256.96707	16.325222	0.014497777
2458257.92198	16.345427	0.014972243
2458257.92247	16.351212	0.014590957
2458257.96859	16.327759	0.014906447
2458257.97002	16.333744	0.014528071
2458258.95386	16.357574	0.015018083
2458258.95477	16.345074	0.014568737
2458263.87757	16.328773	0.014910197
2458263.92279	16.348629	0.01458159
2458266.85819	16.32285	0.014489389
2458266.88259	16.320087	0.0148782
2458268.95167	16.34599	0.014974356
2458268.95309	16.320526	0.014481193
2458269.92427	16.2978	0.014401998
2458269.92519	16.365211	0.015047159
2458270.92604	16.326893	0.01490325
2458270.927	16.35355	0.0145994555
2458271.94795	16.34119	0.014956373
2458271.94885	16.30793	0.014437078
2458272.9636	16.339756	0.014951013
2458272.96452	16.338772	0.01454606
2458273.92413	16.326115	0.01450094
2458273.92509	16.350567	0.0149915805
2458274.96757	16.318268	0.014473242
2458274.97136	16.370956	0.015069161
2458275.92707	16.342314	0.01455879
2458276.95134	16.33028	0.014515726
2458276.9667	16.33532	0.014934476
2458277.93108	16.331062	0.014918671
2458277.93157	16.335861	0.014535637
2458278.96715	16.316141	0.014465773
2458278.96938	16.305878	0.014826382
2458279.92943	16.356052	0.015012312
2458279.9299	16.35529	0.01460579
2458280.87029	16.336342	0.014938283
2458280.96837	16.348381	0.014580691
2458281.96923	16.3345	0.014530765
2458281.96972	16.327225	0.014904475
2458282.9688	16.288132	0.014762575
2458282.96929	16.3107	0.014446734
2458283.88681	16.352882	0.015000319
2458283.88772	16.329578	0.014513229
2458285.90724	16.341454	0.014957357
2458285.90815	16.34861	0.014581521
2458286.9756	16.335493	0.014935124
2458286.97651	16.350307	0.014587674
2458287.96544	16.337654	0.014943171
2458287.96591	16.336617	0.014538337
2458288.95506	16.332254	0.014522756
2458288.97299	16.33696	0.014940583
2458289.95259	16.330706	0.014517241
2458289.97711	16.34232	0.014960595
2458290.97223	16.349993	0.014586532
2458290.97605	16.328114	0.0149077615
2458291.97159	16.345213	0.0149714425
2458291.97256	16.34004	0.014550611
2458292.96969	16.348557	0.014581326
2458292.9706	16.333187	0.014926555
2458293.97268	16.325413	0.014897789
2458293.97454	16.314697	0.014460712
2458294.96949	16.333298	0.014526474
2458294.97229	16.347189	0.014978861
2458296.84418	16.34248	0.014559387
2458296.86508	16.330856	0.014917906
2458297.93603	16.32853	0.014509502
2458298.92267	16.355595	0.014606901
2458298.94627	16.341984	0.014959341
2458299.91438	16.339703	0.014950813
2458299.92825	16.321598	0.014484972
2458300.92834	16.32485	0.014895714
2458300.93253	16.313305	0.014455836
2458301.94978	16.34436	0.014968241
2458301.95026	16.326328	0.0145016955
2458302.90665	16.403746	0.015196901
2458303.86	16.34279	0.014560508
2458303.97817	16.334131	0.014930062
2458304.88321	16.317375	0.01486826
2458304.89998	16.344177	0.014565503
2458305.90362	16.31305	0.014852452
2458305.90454	16.306095	0.014430699
2458307.91065	16.337032	0.014940853
