JD	mag	mag_err
2458326.89583	14.877385	0.010040702
2458326.89629	14.868023	0.010035304
2458327.87046	14.863361	0.010032642
2458327.87092	14.880246	0.010042367
2458328.86907	14.87682	0.010040375
2458328.86952	14.894484	0.010050751
2458330.8882400002	14.874964	0.010039301
2458330.88871	14.896484	0.010051942
2458331.88679	15.078339	0.010175065
2458331.88725	15.106071	0.010196591
2458332.88082	14.873695	0.010038566
2458332.88127	14.881802	0.010043276
2458334.90267	14.877684	0.010040877
2458334.90314	14.884146	0.010044646
2458335.88122	14.875919	0.010039855
2458335.88168	14.879947	0.010042193
2458336.87273	14.875369	0.010039534
2458336.87318	14.879808	0.010042112
2458345.854	14.876713	0.010040313
2458354.78955	14.881225	0.010042938
2458355.81013	14.885598	0.0100455
2458356.80523	14.876796	0.010040361
2458357.82526	14.8946705	0.010050861
2458359.85228	14.956447	0.01008924
2458360.8128	14.894369	0.010050683
2458361.82461	14.8932905	0.010050042
2458362.85516	14.877603	0.01004083
2458364.85709	14.873708	0.010038574
2458365.87673	14.882413	0.010043633
2458368.82363	14.958736	0.010090726
2458378.76839	14.885868	0.010045657
2458379.77131	14.898338	0.01005305
2458380.79294	14.876155	0.01003999
2458383.83244	14.880333	0.010042418
2458385.74971	15.021791	0.010133517
2458386.76619	14.946139	0.010082607
2458439.74073	14.89361	0.010050231
2458655.90978	15.077204	0.010174201
2458655.91022	15.064963	0.0101649575
2458681.91539	14.8892355	0.010047642
2458681.91585	14.904355	0.010056662
2458683.91087	14.997576	0.010116654
2458683.91132	14.997875	0.010116858
2458706.85321	14.887761	0.010046771
2458706.85366	14.88542	0.010045394
2458710.86685	15.115469	0.010204062
2458710.8673	15.1333065	0.010218489
2458711.83373	14.886056	0.010045768
2458711.83418	14.913025	0.0100619225
2458712.86158	14.890496	0.010048386
2458712.86204	14.898075	0.010052892
2458714.89048	14.881313	0.010042991
2458714.89093	14.884182	0.010044668
2458715.8871	14.886189	0.010045847
2458715.88756	14.9002285	0.010054181
2458716.93164	14.883834	0.010044464
2458716.93209	14.896568	0.010051993
2458719.95097	14.891336	0.010048883
2458719.95142	14.885397	0.01004538
2458739.86191	14.898997	0.010053444
2458739.86235	14.895328	0.010051253
2458740.90309	14.892076	0.010049321
2458740.90355	14.902673	0.010055648
2458741.8626	14.890512	0.010048394
2458741.86305	14.888203	0.0100470325
2458745.91391	14.888076	0.010046957
2458745.91436	14.878638	0.010041432
2458748.9073	14.886626	0.010046103
2458748.90775	14.891847	0.010049186
2458759.82323	14.892721	0.0100497035
2458763.78131	14.8938465	0.010050371
2458763.78176	14.885697	0.010045557
2458765.70756	14.89567	0.010051457
2458765.70801	14.90813	0.010058944
2458770.80689	14.894257	0.010050616
2458770.80734	14.884997	0.010045147
2458771.79042	14.894437	0.010050722
2458771.79087	14.879432	0.0100418925
